Transaction_ID,Date,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Payment_Method,Customer_Type,Region,Discount_Applied,Total_Sales
1520,2026-02-01,Rice,Dinorado,19,802.93,Cash,Retail,Visayas,0.03,14798.0
1521,2026-03-28,Oil,Vegetable Oil,5,825.3,GCash,Wholesale,Luzon,0.01,4085.24
1522,2026-03-04,Oil,Sinandomeng,11,1212.62,Cash,Retail,Luzon,0.09,12138.33
1523,2026-03-27,Eggs,Sinandomeng,12,1316.78,GCash,Wholesale,Visayas,0.01,15643.35
1524,2026-02-20,Oil,Premium Rice,10,681.61,Cash,Retail,Visayas,0.07,6338.97
1525,2026-01-25,Rice,Angelika,8,870.94,Cash,Retail,Luzon,0.14,5992.07
1526,2026-02-27,Rice,Organic Eggs,24,1401.94,GCash,Wholesale,Luzon,0.14,28936.04
1527,2026-03-04,Rice,Dinorado,28,1306.69,Cash,Retail,Visayas,0.04,35123.83
1528,2026-03-03,Oil,Premium Rice,41,1484.86,Bank Transfer,Wholesale,Luzon,0.09,55400.13
1529,2026-01-22,Oil,Dinorado,36,1254.25,GCash,Retail,Luzon,0.07,41992.29
1530,2026-02-27,Oil,Angelika,37,893.2,GCash,Wholesale,Visayas,0.13,28752.11
1531,2026-02-27,Oil,Vegetable Oil,21,1090.64,GCash,Wholesale,Luzon,0.04,21987.3
1532,2026-03-27,Oil,Vegetable Oil,8,1161.01,Bank Transfer,Retail,Luzon,0.0,9288.08
1533,2026-02-18,Rice,Organic Eggs,9,578.46,GCash,Wholesale,Mindanao,0.02,5102.02
1534,2026-02-21,Eggs,Angelika,47,1044.5,Cash,Retail,Visayas,0.05,46636.92
1535,2026-02-11,Rice,Premium Rice,15,1209.32,Cash,Wholesale,Mindanao,0.05,17232.81
1536,2026-03-11,Oil,Organic Eggs,48,667.32,Cash,Wholesale,Mindanao,0.12,28187.6
1537,2026-01-15,Rice,Angelika,46,1280.63,GCash,Wholesale,Mindanao,0.1,53018.08
1538,2026-02-23,Oil,Well-Milled Rice,40,1083.77,Cash,Wholesale,Luzon,0.04,41616.77
1539,2026-04-17,Oil,Sinandomeng,18,1452.22,GCash,Retail,Luzon,0.07,24310.16
1540,2026-03-01,Rice,Organic Eggs,42,542.42,Cash,Wholesale,Mindanao,0.01,22553.82
1541,2026-04-11,Oil,Organic Eggs,20,765.33,Bank Transfer,Wholesale,Mindanao,0.13,13316.74
1542,2026-04-07,Eggs,Premium Rice,6,1101.55,Bank Transfer,Retail,Mindanao,0.14,5684.0
1543,2026-01-08,Oil,Dinorado,12,796.56,Bank Transfer,Retail,Luzon,0.15,8124.91
1544,2026-02-22,Eggs,Well-Milled Rice,2,1214.42,Bank Transfer,Retail,Mindanao,0.13,2113.09
1545,2026-03-01,Eggs,Premium Rice,7,1259.01,GCash,Retail,Mindanao,0.03,8548.68
1546,2026-04-18,Oil,Angelika,16,602.52,Cash,Retail,Visayas,0.01,9543.92
1547,2026-04-18,Rice,Angelika,3,1013.85,Bank Transfer,Retail,Visayas,0.09,2767.81
1548,2026-01-05,Eggs,Angelika,45,1008.89,GCash,Wholesale,Luzon,0.14,39044.04
1549,2026-04-13,Rice,Angelika,3,869.28,Bank Transfer,Retail,Visayas,0.03,2529.6
1550,2026-03-09,Eggs,Dinorado,27,1432.92,Bank Transfer,Wholesale,Visayas,0.0,38688.84
1551,2026-01-06,Oil,Well-Milled Rice,43,1327.51,GCash,Retail,Visayas,0.12,50232.98
1552,2026-04-19,Oil,Vegetable Oil,40,1197.21,GCash,Wholesale,Luzon,0.01,47409.52
1553,2026-04-06,Eggs,Sinandomeng,38,1214.33,Cash,Wholesale,Visayas,0.06,43375.87
1554,2026-04-26,Oil,Dinorado,33,961.72,Cash,Wholesale,Luzon,0.1,28563.08
1555,2026-04-04,Eggs,Dinorado,28,1420.99,Bank Transfer,Retail,Mindanao,0.04,38196.21
1556,2026-02-16,Oil,Vegetable Oil,1,1194.6,Bank Transfer,Retail,Visayas,0.01,1182.65
1557,2026-04-09,Rice,Vegetable Oil,8,1228.98,Cash,Retail,Luzon,0.12,8652.02
1558,2026-02-24,Oil,Sinandomeng,37,1361.69,Cash,Retail,Visayas,0.09,45848.1
1559,2026-02-09,Rice,Sinandomeng,32,774.07,GCash,Wholesale,Mindanao,0.15,21054.7
1560,2026-02-21,Oil,Vegetable Oil,48,1307.07,Cash,Retail,Luzon,0.05,59602.39
1561,2026-01-16,Rice,Angelika,43,695.24,Cash,Wholesale,Luzon,0.01,29596.37
1562,2026-01-13,Oil,Dinorado,37,845.34,Bank Transfer,Wholesale,Luzon,0.11,27837.05
1563,2026-04-24,Rice,Premium Rice,4,835.61,Cash,Retail,Mindanao,0.08,3075.04
1564,2026-04-16,Eggs,Sinandomeng,30,1478.53,Bank Transfer,Retail,Mindanao,0.03,43025.22
1565,2026-01-30,Eggs,Sinandomeng,6,1356.54,Cash,Retail,Mindanao,0.12,7162.53
1566,2026-01-19,Rice,Vegetable Oil,46,1201.17,GCash,Wholesale,Luzon,0.03,53596.21
1567,2026-01-17,Oil,Well-Milled Rice,19,1227.06,Cash,Retail,Mindanao,0.04,22381.57
1568,2026-04-30,Rice,Premium Rice,32,1062.07,Cash,Wholesale,Visayas,0.01,33646.38
1569,2026-03-04,Oil,Premium Rice,9,1447.09,Cash,Retail,Mindanao,0.06,12242.38
1570,2026-01-19,Eggs,Sinandomeng,12,996.26,Bank Transfer,Wholesale,Luzon,0.06,11237.81
1571,2026-04-02,Oil,Angelika,11,880.52,GCash,Retail,Visayas,0.08,8910.86
1572,2026-02-27,Eggs,Well-Milled Rice,46,663.04,Cash,Retail,Mindanao,0.11,27144.86
1573,2026-02-24,Oil,Premium Rice,16,1286.21,Bank Transfer,Wholesale,Visayas,0.14,17698.25
1574,2026-03-31,Oil,Sinandomeng,1,1234.44,GCash,Retail,Visayas,0.02,1209.75
1575,2026-04-11,Oil,Premium Rice,45,884.36,Bank Transfer,Retail,Luzon,0.01,39398.24
1576,2026-03-31,Rice,Organic Eggs,21,525.19,Bank Transfer,Retail,Visayas,0.0,11028.99
1577,2026-04-27,Rice,Well-Milled Rice,30,1339.0,GCash,Retail,Visayas,0.02,39366.6
1578,2026-03-03,Eggs,Well-Milled Rice,13,511.42,Cash,Retail,Luzon,0.1,5983.61
1579,2026-01-23,Eggs,Organic Eggs,34,1203.7,Bank Transfer,Retail,Luzon,0.11,36423.96
1580,2026-01-09,Rice,Dinorado,4,1470.26,Bank Transfer,Retail,Luzon,0.12,5175.32
1581,2026-01-12,Eggs,Organic Eggs,28,937.66,Cash,Wholesale,Visayas,0.04,25204.3
1582,2026-04-27,Rice,Vegetable Oil,38,734.97,Cash,Wholesale,Visayas,0.05,26532.42
1583,2026-01-01,Oil,Vegetable Oil,31,1204.87,GCash,Retail,Visayas,0.07,34736.4
1584,2026-02-27,Eggs,Sinandomeng,27,1317.13,GCash,Retail,Luzon,0.01,35206.88
1585,2026-01-01,Eggs,Well-Milled Rice,5,1046.43,GCash,Retail,Mindanao,0.09,4761.26
1586,2026-04-21,Rice,Dinorado,25,1467.04,Cash,Wholesale,Visayas,0.15,31174.6
1587,2026-02-03,Eggs,Dinorado,3,551.67,Bank Transfer,Wholesale,Mindanao,0.05,1572.26
1588,2026-04-06,Eggs,Premium Rice,33,1004.8,Bank Transfer,Retail,Luzon,0.11,29510.98
1589,2026-04-28,Oil,Premium Rice,4,1218.45,GCash,Wholesale,Visayas,0.08,4483.9
1590,2026-02-17,Eggs,Organic Eggs,25,1362.64,Cash,Retail,Mindanao,0.02,33384.68
1591,2026-03-30,Oil,Dinorado,20,679.26,Bank Transfer,Retail,Visayas,0.09,12362.53
1592,2026-04-14,Rice,Organic Eggs,34,1300.0,GCash,Retail,Visayas,0.04,42432.0
1593,2026-04-19,Eggs,Organic Eggs,26,1052.71,Bank Transfer,Retail,Visayas,0.01,27096.76
1594,2026-04-27,Oil,Premium Rice,5,896.55,Bank Transfer,Wholesale,Mindanao,0.1,4034.48
1595,2026-01-01,Rice,Well-Milled Rice,35,631.72,Cash,Wholesale,Luzon,0.13,19235.87
1596,2026-01-16,Eggs,Organic Eggs,28,1365.3,Cash,Retail,Visayas,0.05,36316.98
1597,2026-03-02,Rice,Angelika,29,657.27,Bank Transfer,Wholesale,Luzon,0.06,17917.18
1598,2026-04-13,Eggs,Well-Milled Rice,9,809.79,GCash,Wholesale,Luzon,0.13,6340.66
1599,2026-03-05,Rice,Dinorado,38,790.05,Cash,Retail,Mindanao,0.12,26419.27
1600,2026-03-04,Rice,Dinorado,6,1371.41,Bank Transfer,Wholesale,Mindanao,0.11,7323.33
1601,2026-03-10,Oil,Organic Eggs,19,1172.7,Cash,Retail,Luzon,0.04,21390.05
1602,2026-01-22,Rice,Well-Milled Rice,44,1296.68,Cash,Retail,Visayas,0.14,49066.37
1603,2026-04-03,Eggs,Premium Rice,11,750.47,Cash,Retail,Mindanao,0.02,8090.07
1604,2026-04-29,Eggs,Premium Rice,2,1124.87,Bank Transfer,Retail,Visayas,0.09,2047.26
1605,2026-03-08,Oil,Vegetable Oil,47,1071.75,GCash,Wholesale,Visayas,0.0,50372.25
1606,2026-03-17,Eggs,Dinorado,44,1332.83,GCash,Retail,Visayas,0.1,52780.07
1607,2026-01-26,Eggs,Sinandomeng,44,1406.09,GCash,Wholesale,Luzon,0.04,59393.24
1608,2026-01-16,Eggs,Vegetable Oil,9,512.16,Cash,Retail,Visayas,0.07,4286.78
1609,2026-02-20,Rice,Premium Rice,21,1174.02,Bank Transfer,Retail,Luzon,0.05,23421.7
1610,2026-04-11,Rice,Well-Milled Rice,24,551.84,Cash,Wholesale,Luzon,0.03,12846.84
1611,2026-03-27,Eggs,Premium Rice,34,1048.86,GCash,Retail,Visayas,0.09,32451.73
1612,2026-02-26,Oil,Well-Milled Rice,22,787.63,GCash,Wholesale,Visayas,0.13,15075.24
1613,2026-01-29,Rice,Vegetable Oil,3,806.78,Bank Transfer,Wholesale,Visayas,0.14,2081.49
1614,2026-03-19,Oil,Dinorado,12,852.96,Cash,Retail,Visayas,0.03,9928.45
1615,2026-04-02,Eggs,Premium Rice,28,1121.29,GCash,Retail,Luzon,0.11,27942.55
1616,2026-03-10,Eggs,Organic Eggs,30,834.05,Bank Transfer,Retail,Visayas,0.1,22519.35
1617,2026-02-16,Rice,Well-Milled Rice,26,1232.7,Cash,Retail,Visayas,0.05,30447.69
1618,2026-04-23,Eggs,Dinorado,48,904.53,Cash,Retail,Luzon,0.0,43417.44
1619,2026-04-04,Rice,Sinandomeng,21,568.35,GCash,Retail,Mindanao,0.1,10741.82
1620,2026-04-20,Eggs,Well-Milled Rice,28,1283.76,GCash,Wholesale,Mindanao,0.14,30912.94
1621,2026-03-03,Eggs,Vegetable Oil,26,785.76,Cash,Wholesale,Luzon,0.09,18591.08
1622,2026-04-26,Rice,Sinandomeng,33,932.77,Cash,Retail,Mindanao,0.07,28626.71
1623,2026-03-10,Rice,Sinandomeng,21,1185.44,GCash,Wholesale,Luzon,0.08,22902.7
1624,2026-03-17,Rice,Angelika,35,832.46,Cash,Wholesale,Visayas,0.03,28262.02
1625,2026-01-16,Eggs,Premium Rice,34,556.59,GCash,Retail,Visayas,0.11,16842.41
1626,2026-03-31,Eggs,Well-Milled Rice,41,873.92,Cash,Retail,Mindanao,0.11,31889.34
1627,2026-03-31,Oil,Sinandomeng,47,1444.45,GCash,Wholesale,Visayas,0.02,66531.37
1628,2026-02-17,Rice,Angelika,18,1141.73,Bank Transfer,Retail,Mindanao,0.13,17879.49
1629,2026-03-26,Eggs,Vegetable Oil,11,1171.48,GCash,Wholesale,Mindanao,0.04,12370.83
1630,2026-02-08,Eggs,Dinorado,23,1132.28,GCash,Retail,Visayas,0.15,22136.07
1631,2026-04-10,Rice,Organic Eggs,48,698.99,Bank Transfer,Wholesale,Visayas,0.06,31538.43
1632,2026-02-02,Oil,Organic Eggs,22,918.33,Cash,Wholesale,Mindanao,0.03,19597.16
1633,2026-04-04,Rice,Well-Milled Rice,17,1250.94,Bank Transfer,Wholesale,Visayas,0.05,20202.68
1634,2026-04-11,Oil,Sinandomeng,5,601.37,GCash,Wholesale,Luzon,0.07,2796.37
1635,2026-01-23,Eggs,Organic Eggs,44,777.85,Cash,Retail,Visayas,0.01,33883.15
1636,2026-01-10,Oil,Premium Rice,11,776.32,Bank Transfer,Retail,Visayas,0.09,7770.96
1637,2026-04-28,Eggs,Organic Eggs,30,932.02,Cash,Wholesale,Luzon,0.09,25444.15
1638,2026-03-10,Rice,Organic Eggs,15,1480.37,Cash,Wholesale,Visayas,0.11,19762.94
1639,2026-04-10,Rice,Organic Eggs,27,567.5,Bank Transfer,Retail,Visayas,0.0,15322.5
1640,2026-02-03,Rice,Angelika,35,1018.7,Cash,Retail,Mindanao,0.08,32802.14
1641,2026-02-21,Oil,Sinandomeng,33,679.36,Bank Transfer,Wholesale,Visayas,0.01,22194.69
1642,2026-04-05,Eggs,Premium Rice,20,1470.68,GCash,Wholesale,Visayas,0.11,26178.1
1643,2026-01-10,Rice,Sinandomeng,16,613.3,Cash,Wholesale,Luzon,0.01,9714.67
1644,2026-01-19,Rice,Well-Milled Rice,34,903.6,GCash,Wholesale,Mindanao,0.14,26421.26
1645,2026-02-27,Eggs,Well-Milled Rice,2,1237.88,GCash,Wholesale,Mindanao,0.11,2203.43
1646,2026-04-06,Rice,Well-Milled Rice,35,1204.55,Cash,Retail,Mindanao,0.08,38786.51
1647,2026-01-01,Eggs,Vegetable Oil,40,922.73,Bank Transfer,Wholesale,Visayas,0.07,34325.56
1648,2026-04-30,Eggs,Organic Eggs,28,846.52,Cash,Retail,Mindanao,0.02,23228.51
1649,2026-03-10,Eggs,Vegetable Oil,47,897.61,GCash,Retail,Luzon,0.04,40500.16
1650,2026-04-19,Eggs,Angelika,39,764.28,GCash,Retail,Mindanao,0.13,25932.02
1651,2026-01-04,Eggs,Well-Milled Rice,6,705.33,Bank Transfer,Wholesale,Luzon,0.14,3639.5
1652,2026-01-16,Oil,Premium Rice,9,983.04,Cash,Retail,Mindanao,0.0,8847.36
1653,2026-01-24,Rice,Sinandomeng,20,768.53,GCash,Retail,Mindanao,0.09,13987.25
1654,2026-03-21,Oil,Organic Eggs,1,787.46,GCash,Retail,Luzon,0.11,700.84
1655,2026-04-29,Rice,Dinorado,8,1156.76,GCash,Retail,Mindanao,0.09,8421.21
1656,2026-01-02,Oil,Premium Rice,23,1468.54,Bank Transfer,Wholesale,Mindanao,0.01,33438.66
1657,2026-04-23,Eggs,Organic Eggs,3,1103.64,GCash,Wholesale,Mindanao,0.03,3211.59
1658,2026-04-02,Rice,Vegetable Oil,4,576.98,GCash,Retail,Visayas,0.04,2215.6
1659,2026-02-01,Rice,Vegetable Oil,25,575.58,Cash,Retail,Luzon,0.12,12662.76
1660,2026-04-01,Oil,Premium Rice,47,1451.42,Cash,Wholesale,Mindanao,0.07,63441.57
1661,2026-03-25,Oil,Vegetable Oil,38,797.29,GCash,Wholesale,Luzon,0.07,28176.23
1662,2026-01-24,Rice,Well-Milled Rice,15,592.07,GCash,Wholesale,Luzon,0.14,7637.7
1663,2026-01-12,Oil,Angelika,21,1099.04,Cash,Retail,Luzon,0.1,20771.86
1664,2026-02-19,Oil,Sinandomeng,35,1123.65,Bank Transfer,Wholesale,Mindanao,0.13,34215.14
1665,2026-02-04,Oil,Angelika,46,1148.5,Bank Transfer,Retail,Mindanao,0.07,49132.83
1666,2026-02-02,Eggs,Organic Eggs,14,767.4,Bank Transfer,Retail,Luzon,0.02,10528.73
1667,2026-02-02,Eggs,Sinandomeng,36,515.11,Bank Transfer,Wholesale,Visayas,0.14,15947.81
1668,2026-03-02,Oil,Sinandomeng,12,1465.02,Bank Transfer,Retail,Luzon,0.07,16349.62
1669,2026-02-20,Oil,Angelika,17,750.89,Bank Transfer,Wholesale,Visayas,0.03,12382.18
1670,2026-02-12,Eggs,Premium Rice,39,1176.03,Bank Transfer,Retail,Luzon,0.05,43571.91
1671,2026-04-11,Eggs,Sinandomeng,9,1206.63,Bank Transfer,Wholesale,Luzon,0.01,10751.07
1672,2026-01-12,Rice,Angelika,35,1110.01,Cash,Retail,Luzon,0.07,36130.83
1673,2026-03-08,Rice,Sinandomeng,13,812.91,Bank Transfer,Retail,Mindanao,0.13,9194.01
1674,2026-03-06,Eggs,Dinorado,15,771.1,Bank Transfer,Wholesale,Visayas,0.14,9947.19
1675,2026-02-02,Oil,Premium Rice,18,1097.67,Bank Transfer,Wholesale,Visayas,0.14,16991.93
1676,2026-02-09,Oil,Well-Milled Rice,33,1366.1,GCash,Wholesale,Luzon,0.02,44179.67
1677,2026-03-15,Oil,Sinandomeng,6,1446.73,Cash,Wholesale,Mindanao,0.06,8159.56
1678,2026-02-12,Oil,Dinorado,27,605.91,Cash,Retail,Mindanao,0.0,16359.57
1679,2026-02-13,Rice,Well-Milled Rice,23,654.83,Cash,Wholesale,Visayas,0.13,13103.15
1680,2026-01-29,Eggs,Well-Milled Rice,27,1444.74,Bank Transfer,Wholesale,Mindanao,0.05,37057.58
1681,2026-01-13,Oil,Organic Eggs,34,1236.54,Bank Transfer,Retail,Visayas,0.09,38258.55
1682,2026-01-12,Rice,Sinandomeng,46,1382.99,GCash,Wholesale,Visayas,0.11,56619.61
1683,2026-04-05,Oil,Angelika,38,702.63,Cash,Wholesale,Visayas,0.06,25097.94
1684,2026-02-15,Eggs,Sinandomeng,14,1087.59,Bank Transfer,Retail,Mindanao,0.05,14464.95
1685,2026-01-02,Rice,Dinorado,36,1201.14,Cash,Wholesale,Visayas,0.14,37187.29
1686,2026-04-25,Eggs,Well-Milled Rice,8,1180.11,GCash,Wholesale,Visayas,0.14,8119.16
1687,2026-04-24,Eggs,Sinandomeng,35,908.15,GCash,Wholesale,Luzon,0.04,30513.84
1688,2026-02-04,Rice,Angelika,19,515.39,GCash,Wholesale,Visayas,0.07,9106.94
1689,2026-03-28,Rice,Organic Eggs,30,1082.93,Cash,Wholesale,Visayas,0.15,27614.72
1690,2026-03-22,Rice,Sinandomeng,14,753.1,Bank Transfer,Wholesale,Luzon,0.0,10543.4
1691,2026-03-31,Rice,Premium Rice,20,950.25,Bank Transfer,Retail,Luzon,0.06,17864.7
1692,2026-01-08,Rice,Organic Eggs,49,1457.58,GCash,Wholesale,Mindanao,0.02,69992.99
1693,2026-04-03,Rice,Angelika,25,899.04,Bank Transfer,Retail,Visayas,0.08,20677.92
1694,2026-01-26,Rice,Dinorado,40,1339.8,GCash,Retail,Mindanao,0.0,53592.0
1695,2026-03-15,Oil,Well-Milled Rice,24,688.54,Cash,Retail,Mindanao,0.06,15533.46
1696,2026-03-31,Eggs,Sinandomeng,14,1172.46,GCash,Retail,Luzon,0.03,15922.01
1697,2026-02-03,Rice,Angelika,26,1477.01,Cash,Wholesale,Mindanao,0.08,35330.08
1698,2026-04-25,Oil,Organic Eggs,38,601.89,GCash,Wholesale,Visayas,0.15,19441.05
1699,2026-04-15,Oil,Premium Rice,23,508.32,Bank Transfer,Wholesale,Luzon,0.12,10288.4
1700,2026-01-07,Oil,Angelika,22,933.58,Bank Transfer,Retail,Visayas,0.13,17868.72
1701,2026-03-09,Eggs,Vegetable Oil,48,592.63,GCash,Wholesale,Visayas,0.1,25601.62
1702,2026-02-27,Rice,Premium Rice,19,1248.38,Bank Transfer,Wholesale,Luzon,0.01,23482.03
1703,2026-04-27,Oil,Organic Eggs,46,1414.55,Bank Transfer,Wholesale,Visayas,0.03,63117.22
1704,2026-04-24,Eggs,Dinorado,3,934.02,Bank Transfer,Retail,Luzon,0.14,2409.77
1705,2026-04-19,Eggs,Well-Milled Rice,42,758.71,Cash,Retail,Visayas,0.05,30272.53
1706,2026-03-16,Eggs,Organic Eggs,19,934.4,Bank Transfer,Wholesale,Luzon,0.02,17398.53
1707,2026-01-29,Oil,Dinorado,9,1223.45,Cash,Retail,Mindanao,0.11,9799.83
1708,2026-04-30,Rice,Sinandomeng,28,509.05,GCash,Retail,Visayas,0.04,13683.26
1709,2026-02-05,Oil,Angelika,20,1089.45,Bank Transfer,Wholesale,Luzon,0.04,20917.44
1710,2026-03-30,Oil,Vegetable Oil,45,1113.29,Bank Transfer,Retail,Visayas,0.15,42583.34
1711,2026-01-21,Rice,Premium Rice,7,1137.69,Bank Transfer,Retail,Visayas,0.13,6928.53
1712,2026-02-05,Rice,Premium Rice,14,742.02,GCash,Wholesale,Visayas,0.06,9764.98
1713,2026-01-10,Rice,Angelika,9,1214.05,Cash,Retail,Luzon,0.15,9287.48
1714,2026-04-11,Eggs,Vegetable Oil,19,591.39,Cash,Retail,Mindanao,0.1,10112.77
1715,2026-03-14,Rice,Angelika,47,699.27,Bank Transfer,Retail,Mindanao,0.11,29250.46
1716,2026-01-24,Oil,Sinandomeng,14,1377.47,GCash,Retail,Mindanao,0.0,19284.58
1717,2026-03-05,Rice,Dinorado,38,1238.72,GCash,Retail,Luzon,0.02,46129.93
1718,2026-04-09,Oil,Organic Eggs,36,513.75,GCash,Retail,Mindanao,0.09,16830.45
1719,2026-02-18,Eggs,Premium Rice,40,748.38,GCash,Retail,Luzon,0.13,26043.62
1720,2026-04-09,Oil,Sinandomeng,17,714.41,GCash,Retail,Visayas,0.09,11051.92
1721,2026-04-22,Oil,Dinorado,30,770.81,Cash,Wholesale,Visayas,0.02,22661.81
1722,2026-02-05,Rice,Sinandomeng,9,747.56,Cash,Wholesale,Mindanao,0.02,6593.48
1723,2026-03-23,Rice,Vegetable Oil,33,562.53,Cash,Wholesale,Luzon,0.13,16150.24
1724,2026-04-23,Oil,Premium Rice,25,958.94,Bank Transfer,Wholesale,Visayas,0.02,23494.03
1725,2026-04-13,Rice,Organic Eggs,14,1232.73,GCash,Retail,Luzon,0.08,15877.56
1726,2026-04-06,Eggs,Angelika,11,1106.73,Bank Transfer,Wholesale,Luzon,0.01,12052.29
1727,2026-01-24,Eggs,Angelika,35,1172.87,GCash,Wholesale,Visayas,0.01,40639.95
1728,2026-01-23,Rice,Dinorado,41,581.15,Cash,Retail,Luzon,0.1,21444.44
1729,2026-03-03,Eggs,Organic Eggs,14,1451.49,Bank Transfer,Retail,Visayas,0.1,18288.77
1730,2026-04-06,Rice,Well-Milled Rice,30,1338.49,Cash,Retail,Visayas,0.05,38146.96
1731,2026-02-06,Oil,Vegetable Oil,41,1305.09,GCash,Retail,Visayas,0.03,51903.43
1732,2026-01-12,Oil,Dinorado,4,1322.98,GCash,Retail,Luzon,0.12,4656.89
1733,2026-04-23,Eggs,Well-Milled Rice,4,1432.71,GCash,Wholesale,Visayas,0.03,5558.91
1734,2026-02-24,Rice,Sinandomeng,28,1044.25,Cash,Retail,Luzon,0.08,26899.88
1735,2026-01-13,Rice,Vegetable Oil,8,700.28,GCash,Wholesale,Visayas,0.15,4761.9
1736,2026-01-23,Eggs,Sinandomeng,2,1116.78,Cash,Wholesale,Visayas,0.02,2188.89
1737,2026-03-30,Oil,Organic Eggs,41,1242.88,Bank Transfer,Retail,Mindanao,0.14,43823.95
1738,2026-04-09,Eggs,Premium Rice,46,1237.92,GCash,Wholesale,Mindanao,0.03,55235.99
1739,2026-04-15,Oil,Vegetable Oil,22,1021.45,GCash,Wholesale,Mindanao,0.09,20449.43
1740,2026-01-30,Rice,Well-Milled Rice,41,568.46,GCash,Retail,Luzon,0.06,21908.45
1741,2026-01-17,Oil,Premium Rice,16,871.11,Bank Transfer,Wholesale,Luzon,0.14,11986.47
1742,2026-04-23,Eggs,Angelika,29,1420.77,GCash,Wholesale,Visayas,0.04,39554.24
1743,2026-03-03,Rice,Well-Milled Rice,49,1084.45,Cash,Wholesale,Visayas,0.06,49949.77
1744,2026-03-25,Eggs,Dinorado,48,1038.33,Cash,Retail,Visayas,0.15,42363.86
1745,2026-04-22,Eggs,Angelika,30,768.85,GCash,Retail,Visayas,0.08,21220.26
1746,2026-03-30,Oil,Angelika,12,868.45,GCash,Retail,Luzon,0.08,9587.69
1747,2026-03-27,Eggs,Dinorado,35,1395.35,Bank Transfer,Wholesale,Visayas,0.04,46883.76
1748,2026-01-13,Oil,Vegetable Oil,11,1166.46,Bank Transfer,Retail,Visayas,0.11,11419.64
1749,2026-02-28,Rice,Angelika,46,1287.39,Bank Transfer,Wholesale,Mindanao,0.0,59219.94
1750,2026-01-19,Oil,Organic Eggs,21,954.35,GCash,Retail,Visayas,0.01,19840.94
1751,2026-02-18,Rice,Well-Milled Rice,21,1130.25,Bank Transfer,Wholesale,Visayas,0.09,21599.08
1752,2026-04-10,Oil,Premium Rice,5,748.38,Bank Transfer,Retail,Visayas,0.05,3554.8
1753,2026-01-12,Eggs,Angelika,48,1205.46,Cash,Retail,Luzon,0.14,49761.39
1754,2026-03-02,Oil,Well-Milled Rice,20,927.6,Bank Transfer,Wholesale,Mindanao,0.14,15954.72
1755,2026-04-15,Oil,Sinandomeng,37,942.55,Cash,Retail,Visayas,0.11,31038.17
1756,2026-01-19,Rice,Well-Milled Rice,3,1149.32,Cash,Wholesale,Visayas,0.12,3034.2
1757,2026-03-17,Eggs,Premium Rice,44,1436.28,Bank Transfer,Retail,Mindanao,0.1,56876.69
1758,2026-01-09,Oil,Well-Milled Rice,33,564.01,Cash,Retail,Visayas,0.02,18240.08
1759,2026-03-12,Eggs,Dinorado,9,1324.74,GCash,Wholesale,Luzon,0.11,10611.17
1760,2026-01-28,Oil,Premium Rice,9,792.38,GCash,Wholesale,Visayas,0.03,6917.48
1761,2026-03-19,Oil,Vegetable Oil,4,943.92,Bank Transfer,Wholesale,Luzon,0.05,3586.9
1762,2026-04-05,Eggs,Sinandomeng,35,521.91,GCash,Retail,Luzon,0.12,16074.83
1763,2026-02-21,Oil,Dinorado,17,801.05,Cash,Wholesale,Visayas,0.08,12528.42
1764,2026-03-24,Eggs,Vegetable Oil,34,1002.63,GCash,Retail,Mindanao,0.13,29657.8
1765,2026-04-21,Oil,Well-Milled Rice,24,556.18,Bank Transfer,Wholesale,Luzon,0.03,12947.87
1766,2026-01-16,Rice,Premium Rice,32,991.1,Bank Transfer,Wholesale,Mindanao,0.09,28860.83
1767,2026-04-27,Eggs,Sinandomeng,1,1427.11,Cash,Wholesale,Visayas,0.01,1412.84
1768,2026-03-10,Oil,Dinorado,8,605.39,Bank Transfer,Wholesale,Luzon,0.1,4358.81
1769,2026-04-09,Oil,Vegetable Oil,45,1264.44,GCash,Wholesale,Visayas,0.11,50640.82
1770,2026-01-12,Rice,Vegetable Oil,23,909.67,Bank Transfer,Wholesale,Mindanao,0.09,19039.39
1771,2026-01-25,Eggs,Sinandomeng,47,1155.17,Cash,Retail,Visayas,0.04,52121.27
1772,2026-02-21,Oil,Organic Eggs,40,760.24,Bank Transfer,Wholesale,Visayas,0.0,30409.6
1773,2026-03-26,Rice,Well-Milled Rice,12,659.49,GCash,Retail,Luzon,0.02,7755.6
1774,2026-04-10,Oil,Sinandomeng,12,660.46,Cash,Wholesale,Visayas,0.09,7212.22
1775,2026-02-22,Eggs,Vegetable Oil,46,570.49,GCash,Wholesale,Visayas,0.14,22568.58
1776,2026-01-23,Oil,Angelika,47,685.65,Cash,Wholesale,Visayas,0.03,31258.78
1777,2026-01-16,Oil,Dinorado,15,1164.22,Bank Transfer,Retail,Luzon,0.11,15542.34
1778,2026-02-26,Oil,Sinandomeng,41,1381.69,Cash,Retail,Mindanao,0.13,49284.88
1779,2026-02-08,Oil,Organic Eggs,19,1314.13,Cash,Wholesale,Mindanao,0.08,22970.99
1780,2026-04-19,Rice,Vegetable Oil,26,1185.13,Bank Transfer,Retail,Visayas,0.1,27732.04
1781,2026-02-22,Rice,Well-Milled Rice,29,610.43,GCash,Wholesale,Luzon,0.12,15578.17
